LMFA01020030,Tiglic acid,2-methyl-2E-butenoic acid,C5H8O2   ,100.0524,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020031,Pyroterebic acid,4-methyl-3-pentenoic acid,C6H10O2   ,114.0681,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020032,(+)-C27-Phthienoic acid,"2,4,6-trimethyl-2Z-tetracosenoic acid",C27H52O2   ,408.3967,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020033,-,"2,6-dimethyl-nonadecanoic acid",C21H42O2   ,326.3185,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020034,-,"2,6-dimethyl-undecanoic acid",C13H26O2   ,214.1933,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020035,-,"2,6-dimethyl-dodecanoic acid",C14H28O2   ,228.2089,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020036,-,"4,8-dimethyl-dodecanoic acid",C14H28O2   ,228.2089,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020037,-,"4,12-dimethyl-tridecanoic acid",C15H30O2   ,242.2246,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020038,-,"2,6-dimethyl-tetradecanoic acid",C16H32O2   ,256.2402,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020039,-,"2,8-dimethyl-tetradecanoic acid",C16H32O2   ,256.2402,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020040,-,"2,6-dimethyl-pentadecanoic acid",C17H34O2   ,270.2559,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020041,-,"4,8-dimethyl-pentadecanoic acid",C17H34O2   ,270.2559,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
LMFA01020042,-,"2,6-dimethyl-hexadecanoic acid",C18H36O2   ,284.2715,Fatty Acyls [FA],Fatty Acids and Conjugates [FA01],Branched fatty acids [FA0102]
